Categoria_App,Copertina,Titolo,Autore,Editore,Anno,Descrizione,Link,Nuovo
Editori Selezionati,https://www.ibs.it/images/9788815427618_0_0_150_0_75.jpg,Contemporanea (2025). Vol. 4,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2025-vol-4-libro-vari/e/9788815427618,False
Editori Selezionati,https://www.ibs.it/images/9788815427090_0_0_150_0_75.jpg,Contemporanea (2025). Vol. 3,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2025-vol-3-libro-vari/e/9788815427090,False
Editori Selezionati,https://www.ibs.it/images/9788815426796_0_0_150_0_75.jpg,Contemporanea (2025). Vol. 2,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2025-vol-2-libro-vari/e/9788815426796,False
Editori Selezionati,https://www.ibs.it/images/9788815426093_0_0_150_0_75.jpg,Contemporanea (2025). Vol. 1,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2025-vol-1-libro-vari/e/9788815426093,False
Editori Selezionati,https://www.ibs.it/images/9788815423849_0_0_150_0_75.jpg,Contemporanea (2024). Vol. 4,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2024-vol-4-libro-vari/e/9788815423849,False
Editori Selezionati,https://www.ibs.it/images/9788815423832_0_0_150_0_75.jpg,Contemporanea (2024). Vol. 3,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2024-vol-3-libro-vari/e/9788815423832,False
Editori Selezionati,https://www.ibs.it/images/9788815423825_0_0_150_0_75.jpg,Contemporanea (2024). Vol. 2,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2024-vol-2-libro-vari/e/9788815423825,False
Editori Selezionati,https://www.ibs.it/images/9788815423818_0_0_150_0_75.jpg,Contemporanea (2024). Vol. 1,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2024-vol-1-libro-vari/e/9788815423818,False
Editori Selezionati,https://www.ibs.it/images/9788815384188_0_0_150_0_75.jpg,Contemporanea (2023). Vol. 4,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2023-vol-4-libro-vari/e/9788815384188,False
Editori Selezionati,https://www.ibs.it/images/9788815384171_0_0_150_0_75.jpg,Contemporanea (2023). Vol. 3,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2023-vol-3-libro-vari/e/9788815384171,False
Editori Selezionati,https://www.ibs.it/images/9788815384164_0_0_150_0_75.jpg,Contemporanea (2023). Vol. 2,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2023-vol-2-libro-vari/e/9788815384164,False
Editori Selezionati,https://www.ibs.it/images/9788815384157_0_0_150_0_75.jpg,Contemporanea (2023). Vol. 1,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2023-vol-1-libro-vari/e/9788815384157,False
Editori Selezionati,https://www.ibs.it/images/9788815380180_0_0_150_0_75.jpg,Contemporanea (2022). Vol. 4,N/D,Il Mulino,2026,"""Contemporanea"" promuove l'incontro tra studiosi di diverse generazioni, il confronto con la storiografia internazionale e il dialogo tra gli storici di professione e gli appassionati di storia, gli insegnanti e gli studenti, per discutere di ricerca, ma anche di formazione e didattica, di documenti e di attualità. ""Contemporanea"", avvalendosi di un metodo di peer-review anonima, propone i risultati di ricerche originali e innovative di studiosi italiani e stranieri su aspetti politici, sociali e culturali della storia italiana, europea e mondiale dal tardo Settecento ad oggi. Informa sulle tendenze e i temi più significativi del dibattito internazionale, affrontando argomenti e problemi storici di particolare rilievo, in una discussione ""scritta"" tra studiosi italiani e stranieri e nel dialogo tra la storia e le altre scienze sociali. Inoltre, la rivista presenta criticamente fonti e documenti utili agli storici e discute, anche a più voci, opere classiche o di grande interesse e gli esiti più ragguardevoli della storiografia attuale.",https://www.ibs.it/contemporanea-2022-vol-4-libro-vari/e/9788815380180,False
